DOM Element Count,Legislation Section URL,Chapter,Part,Divison,Subdivision
329,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158162,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 2 Exporters approved export programs,Subdivision ECopies of approved export program
330,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158163,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 2 Exporters approved export programs,9 43 A  Holder must provide copies of approved export program
331,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158164,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 3 Secretarys approved export programs,
332,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158165,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 3 Secretarys approved export programs,9 44  Approvals of programs of export operations to be undertaken by authorised officers
333,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158166,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 3 Secretarys approved export programs,9 45  Period of effect of approved export program
334,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158167,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 3 Secretarys approved export programs,9 46  Secretary may vary approved export program
335,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158168,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 4 Other powers of Secretary,
336,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158169,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 4 Other powers of Secretary,9 47  Secretary may give direction to exporter in relation to implementation of approved export program
337,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158170,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 4 Other powers of Secretary,9 48  Secretary may publish information in records and reports in relation to approved export programs
338,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158171,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 5 Other provisions,
339,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158172,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 5 Other provisions,9 49  Circumstances in which exporter must allow accredited veterinarian or authorised officer to accompany livestock
340,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158173,Chapter 9 Powers and officials,Part 4 Approved export programs,Division 5 Other provisions,9 50  Inconsistency between Secretarys approved export program and exporters approved export program
341,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158174,Chapter 9 Powers and officials,Part 5 Powers of the Secretary,Division 5 Other provisions,
342,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158175,Chapter 9 Powers and officials,Part 5 Powers of the Secretary,Division 5 Other provisions,9 51  Powers of Secretary that must not be delegated
343,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158176,Chapter 9 Powers and officials,Part 5 Powers of the Secretary,Division 5 Other provisions,9 52  Powers of Secretary that must not be subdelegated
344,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158177,Chapter 9 Powers and officials,Part 6 Functions and powers of authorised officers,Division 5 Other provisions,
345,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158178,Chapter 9 Powers and officials,Part 6 Functions and powers of authorised officers,Division 5 Other provisions,9 53  Purpose of this Part
346,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158179,Chapter 9 Powers and officials,Part 6 Functions and powers of authorised officers,Division 5 Other provisions,9 54  Power to give orders in relation to prescribed livestock for export
347,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158180,Chapter 10 Compliance and enforcement,Part 6 Functions and powers of authorised officers,Division 5 Other provisions,
348,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158181,Chapter 10 Compliance and enforcement,Part 6 Functions and powers of authorised officers,Division 5 Other provisions,10 1  Samples taken in exercising monitoring or investigation powers
349,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158182,Chapter 10 Compliance and enforcement,Part 6 Functions and powers of authorised officers,Division 5 Other provisions,10 2  Dealing with things seized in exercising investigation powers
350,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158183,Chapter 11 Miscellaneous,Part 6 Functions and powers of authorised officers,Division 5 Other provisions,
351,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158184,Chapter 11 Miscellaneous,Part 1 Review of decisions,Division 5 Other provisions,
352,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158185,Chapter 11 Miscellaneous,Part 1 Review of decisions,Division 5 Other provisions,11 1  Reviewable decisions
353,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158186,Chapter 11 Miscellaneous,Part 2 Records,Division 5 Other provisions,
354,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158187,Chapter 11 Miscellaneous,Part 2 Records,Division 5 Other provisions,11 2  Purpose of this Part
355,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158188,Chapter 11 Miscellaneous,Part 2 Records,Division 5 Other provisions,11 3  General requirements for records
356,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158189,Chapter 11 Miscellaneous,Part 2 Records,Division 5 Other provisions,11 4  Government certificates
357,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158190,Chapter 11 Miscellaneous,Part 2 Records,Division 5 Other provisions,11 5  Export permits
358,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158191,Chapter 11 Miscellaneous,Part 2 Records,Division 5 Other provisions,11 6  Records to be retained by exporter
359,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158192,Chapter 11 Miscellaneous,Part 2 Records,Division 5 Other provisions,11 7  Records to be retained by occupier of registered establishment
360,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158193,Chapter 11 Miscellaneous,Part 2 Records,Division 5 Other provisions,11 8  Records to be retained by holder of approved arrangement
361,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158194,Chapter 11 Miscellaneous,Part 2 Records,Division 5 Other provisions,11 9  Records relating to official marks
362,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158195,Chapter 11 Miscellaneous,Part 2 Records,Division 5 Other provisions,11 10  Records relating to official marking devices
363,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158196,Chapter 11 Miscellaneous,Part 2 Records,Division 5 Other provisions,11 11  Records must not be altered or defaced during retention period
364,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158197,Chapter 11 Miscellaneous,Part 3 Samples,Division 5 Other provisions,
365,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158198,Chapter 11 Miscellaneous,Part 3 Samples,Division 5 Other provisions,11 12  Storage of samples
366,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158199,Chapter 11 Miscellaneous,Part 4 Damaged or destroyed prescribed livestock prescribed live animals or prescribed animal reproductive material,Division 5 Other provisions,
367,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158200,Chapter 11 Miscellaneous,Part 4 Damaged or destroyed prescribed livestock prescribed live animals or prescribed animal reproductive material,Division 5 Other provisions,11 13  Division of compensation between owners
368,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158201,Chapter 11 Miscellaneous,Part 4 Damaged or destroyed prescribed livestock prescribed live animals or prescribed animal reproductive material,Division 5 Other provisions,11 14  Amount of compensation
369,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158202,Chapter 11 Miscellaneous,Part 5 Relevant Commonwealth liabilities,Division 5 Other provisions,
370,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158203,Chapter 11 Miscellaneous,Part 5 Relevant Commonwealth liabilities,Division 5 Other provisions,11 15  Circumstances in which relevant Commonwealth liability of a person is taken to have been paid
371,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158204,Chapter 11 Miscellaneous,Part 6 Miscellaneous,Division 5 Other provisions,
372,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158205,Chapter 11 Miscellaneous,Part 6 Miscellaneous,Division 5 Other provisions,11 16  Collection of information from agriculture regulators
373,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158206,Chapter 12 Application saving and transitional provisions,Part 6 Miscellaneous,Division 5 Other provisions,
374,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158207,Chapter 12 Application saving and transitional provisions,Part 1 Preliminary,Division 5 Other provisions,
375,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158208,Chapter 12 Application saving and transitional provisions,Part 1 Preliminary,Division 5 Other provisions,12 1  Definitions
376,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158209,Chapter 12 Application saving and transitional provisions,Part 2 Registered establishments,Division 5 Other provisions,
377,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158210,Chapter 12 Application saving and transitional provisions,Part 2 Registered establishments,Division 5 Other provisions,12 2  Application to alter operations manual made but not decided before commencement time
378,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158211,Chapter 12 Application saving and transitional provisions,Part 2 Registered establishments,Division 5 Other provisions,12 3  Direction given to operator of registered premises before commencement time to alter operations manual
379,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158212,Chapter 12 Application saving and transitional provisions,Part 3 Livestock export licences exporter supply chain assurance systems,Division 5 Other provisions,
380,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158213,Chapter 12 Application saving and transitional provisions,Part 3 Livestock export licences exporter supply chain assurance systems,Division 5 Other provisions,12 4  ESCAS approved before commencement time
381,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158214,Chapter 12 Application saving and transitional provisions,Part 3 Livestock export licences exporter supply chain assurance systems,Division 5 Other provisions,12 5  Request to vary ESCAS made before commencement time
382,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158215,Chapter 12 Application saving and transitional provisions,Part 3 Livestock export licences exporter supply chain assurance systems,Division 5 Other provisions,12 6  Variation of approved ESCAS required by Secretary before commencement time
383,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158216,Chapter 12 Application saving and transitional provisions,Part 4 Other matters relating to export,Division 5 Other provisions,
384,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158217,Chapter 12 Application saving and transitional provisions,Part 4 Other matters relating to export,Division 1 Notices of intention to export,
385,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158218,Chapter 12 Application saving and transitional provisions,Part 4 Other matters relating to export,Division 1 Notices of intention to export,12 7  Notice of intention to export consignment of livestock approved but consignment not exported before commencement time
386,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158219,Chapter 12 Application saving and transitional provisions,Part 4 Other matters relating to export,Division 1 Notices of intention to export,12 8  Approval of premises for pre export quarantine or isolation of consignment of livestock given before commencement time
387,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158220,Chapter 12 Application saving and transitional provisions,Part 4 Other matters relating to export,Division 1 Notices of intention to export,12 9  Notice of intention to export consignment of live animals approved but consignment not exported before commencement time
388,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158221,Chapter 12 Application saving and transitional provisions,Part 4 Other matters relating to export,Division 1 Notices of intention to export,12 10  Approval of premises for pre export quarantine or isolation of consignment of live animals given before commencement time
389,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158222,Chapter 12 Application saving and transitional provisions,Part 4 Other matters relating to export,Division 2 Official marks,
390,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158223,Chapter 12 Application saving and transitional provisions,Part 4 Other matters relating to export,Division 2 Official marks,12 11  Person approved before commencement time to manufacture an official mark
391,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158224,Chapter 12 Application saving and transitional provisions,Part 4 Other matters relating to export,Division 2 Official marks,12 12  Person approved before commencement time to possess an official mark
392,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158225,Chapter 12 Application saving and transitional provisions,Part 4 Other matters relating to export,Division 2 Official marks,12 13  Person approved before commencement time to apply an official mark
393,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158226,Chapter 12 Application saving and transitional provisions,Part 4 Other matters relating to export,Division 3 Official marking devices,
394,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158227,Chapter 12 Application saving and transitional provisions,Part 4 Other matters relating to export,Division 3 Official marking devices,12 14  Person approved before commencement time to manufacture an official marking device
395,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158228,Chapter 12 Application saving and transitional provisions,Part 4 Other matters relating to export,Division 3 Official marking devices,12 15  Person approved before commencement time to possess an official marking device
396,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158229,Chapter 12 Application saving and transitional provisions,Part 5 Powers and officials,Division 3 Official marking devices,
397,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158230,Chapter 12 Application saving and transitional provisions,Part 5 Powers and officials,Division 1 Accredited veterinarians,
398,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158231,Chapter 12 Application saving and transitional provisions,Part 5 Powers and officials,Division 1 Accredited veterinarians,12 16  Accreditations of veterinarians in force immediately before commencement time
399,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158232,Chapter 12 Application saving and transitional provisions,Part 5 Powers and officials,Division 1 Accredited veterinarians,12 17  Application for accreditation of veterinarian made but not decided before commencement time
400,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158233,Chapter 12 Application saving and transitional provisions,Part 5 Powers and officials,Division 1 Accredited veterinarians,12 18  Notice requiring accredited veterinarian to undertake further training given before commencement time
401,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158234,Chapter 12 Application saving and transitional provisions,Part 5 Powers and officials,Division 1 Accredited veterinarians,12 19  Application to vary accreditation made but not decided before commencement time
402,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158235,Chapter 12 Application saving and transitional provisions,Part 5 Powers and officials,Division 1 Accredited veterinarians,12 20  Notice of varied conditions of accreditation given before commencement time to take effect after that time
403,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158236,Chapter 12 Application saving and transitional provisions,Part 5 Powers and officials,Division 1 Accredited veterinarians,12 21  Suspension of accreditation
404,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158237,Chapter 12 Application saving and transitional provisions,Part 5 Powers and officials,Division 1 Accredited veterinarians,12 22  Revocation of accreditation
405,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158238,Chapter 12 Application saving and transitional provisions,Part 5 Powers and officials,Division 2 Approved export programs,
406,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158239,Chapter 12 Application saving and transitional provisions,Part 5 Powers and officials,Division 2 Approved export programs,Subdivision AExporters approved export programs
407,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158240,Chapter 12 Application saving and transitional provisions,Part 5 Powers and officials,Division 2 Approved export programs,12 23  Exporters approved export program in force immediately before commencement time
408,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158241,Chapter 12 Application saving and transitional provisions,Part 5 Powers and officials,Division 2 Approved export programs,12 24  Application for approval of program of export operations made but not decided before commencement time
409,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158242,Chapter 12 Application saving and transitional provisions,Part 5 Powers and officials,Division 2 Approved export programs,12 25  Variation of approved export program
410,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158243,Chapter 12 Application saving and transitional provisions,Part 5 Powers and officials,Division 2 Approved export programs,12 26  Approved export program suspended before commencement time
411,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158244,Chapter 12 Application saving and transitional provisions,Part 5 Powers and officials,Division 2 Approved export programs,12 27  Request by holder of approved export program to cancel suspension
412,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158245,Chapter 12 Application saving and transitional provisions,Part 5 Powers and officials,Division 2 Approved export programs,12 28  Request to suspend approved export program made but not decided before commencement time
413,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158246,Chapter 12 Application saving and transitional provisions,Part 5 Powers and officials,Division 2 Approved export programs,12 29  Cancellation of approved export program
414,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158247,Chapter 12 Application saving and transitional provisions,Part 5 Powers and officials,Division 2 Approved export programs,Subdivision BSecretarys approved export programs
415,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158248,Chapter 12 Application saving and transitional provisions,Part 5 Powers and officials,Division 2 Approved export programs,12 30  Secretarys approved export program in force immediately before commencement time
416,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158249,Chapter 12 Application saving and transitional provisions,Part 5 Powers and officials,Division 2 Approved export programs,12 31  Variation of approved export program before commencement time to take effect after commencement time
417,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158250,Chapter 12 Application saving and transitional provisions,Part 6 Amendments made by the Export Control Animals Amendment Northern Hemisphere Summer Prohibition Rules 2022,Division 2 Approved export programs,
418,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158251,Chapter 12 Application saving and transitional provisions,Part 6 Amendments made by the Export Control Animals Amendment Northern Hemisphere Summer Prohibition Rules 2022,Division 2 Approved export programs,12 32  Application of amendments
419,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158252,Chapter 12 Application saving and transitional provisions,Part 7 Amendments made by the Export Control Animals Amendment Northern Hemisphere Summer Conditions Rules 2023,Division 2 Approved export programs,
420,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158253,Chapter 12 Application saving and transitional provisions,Part 7 Amendments made by the Export Control Animals Amendment Northern Hemisphere Summer Conditions Rules 2023,Division 2 Approved export programs,12 33  Application of amendments
421,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158254,Chapter 12 Application saving and transitional provisions,Part 8 Amendments made by the Export Control Animals Amendment Improving Regulatory Outcomes Rules 2023,Division 2 Approved export programs,
422,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158255,Chapter 12 Application saving and transitional provisions,Part 8 Amendments made by the Export Control Animals Amendment Improving Regulatory Outcomes Rules 2023,Division 2 Approved export programs,12 34  Definitions
423,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158256,Chapter 12 Application saving and transitional provisions,Part 8 Amendments made by the Export Control Animals Amendment Improving Regulatory Outcomes Rules 2023,Division 2 Approved export programs,12 35  Conditions of approved arrangements
424,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158257,Chapter 12 Application saving and transitional provisions,Part 8 Amendments made by the Export Control Animals Amendment Improving Regulatory Outcomes Rules 2023,Division 2 Approved export programs,12 36  Conditions of livestock export licenceorders made by authorised officers
425,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158258,Chapter 12 Application saving and transitional provisions,Part 8 Amendments made by the Export Control Animals Amendment Improving Regulatory Outcomes Rules 2023,Division 2 Approved export programs,12 37  Revocation of approved ESCAS
426,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158259,Chapter 12 Application saving and transitional provisions,Part 8 Amendments made by the Export Control Animals Amendment Improving Regulatory Outcomes Rules 2023,Division 2 Approved export programs,12 38  Revocation of approval of notice of intention to export consignment
427,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158260,Chapter 12 Application saving and transitional provisions,Part 8 Amendments made by the Export Control Animals Amendment Improving Regulatory Outcomes Rules 2023,Division 2 Approved export programs,Endnotes
428,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158261,Chapter 12 Application saving and transitional provisions,Part 8 Amendments made by the Export Control Animals Amendment Improving Regulatory Outcomes Rules 2023,Division 2 Approved export programs,Endnote 1 About the endnotes
429,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158262,Chapter 12 Application saving and transitional provisions,Part 8 Amendments made by the Export Control Animals Amendment Improving Regulatory Outcomes Rules 2023,Division 2 Approved export programs,Endnote 2 Abbreviation key
430,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158263,Chapter 12 Application saving and transitional provisions,Part 8 Amendments made by the Export Control Animals Amendment Improving Regulatory Outcomes Rules 2023,Division 2 Approved export programs,Endnote 3 Legislation history
431,https://www.legislation.gov.au/F2021L00319/2024-04-30/2024-04-30/text/original/epub/OEBPS/document_1/document_1.html#_Toc166158264,Chapter 12 Application saving and transitional provisions,Part 8 Amendments made by the Export Control Animals Amendment Improving Regulatory Outcomes Rules 2023,Division 2 Approved export programs,Endnote 4 Amendment history
